xname yname prname i.fold nfolds nrepeats i.fold.inn nfolds.inn nrepeats.inn
413 eff.and.other.genes.vals surv.grps predictorRadialSVM 4 5 10 0 5 1
414 path.and.other.genes.vals surv.grps predictorRadialSVM 4 5 10 0 5 1
415 eff.vals surv.grps predictorRF 4 5 10 0 5 1
416 fun.vals surv.grps predictorRF 4 5 10 0 5 1
417 genes.vals surv.grps predictorRF 4 5 10 0 5 1
418 go.vals surv.grps predictorRF 4 5 10 0 5 1
419 path.genes.vals surv.grps predictorRF 4 5 10 0 5 1
420 other.genes.vals surv.grps predictorRF 4 5 10 0 5 1
421 path.vals surv.grps predictorRF 4 5 10 0 5 1
422 eff.and.other.genes.vals surv.grps predictorRF 4 5 10 0 5 1
423 path.and.other.genes.vals surv.grps predictorRF 4 5 10 0 5 1
424 eff.vals surv.grps predictorSparseSVM 4 5 10 0 5 1
425 fun.vals surv.grps predictorSparseSVM 4 5 10 0 5 1
426 genes.vals surv.grps predictorSparseSVM 4 5 10 0 5 1
427 go.vals surv.grps predictorSparseSVM 4 5 10 0 5 1
428 path.genes.vals surv.grps predictorSparseSVM 4 5 10 0 5 1
429 other.genes.vals surv.grps predictorSparseSVM 4 5 10 0 5 1
430 path.vals surv.grps predictorSparseSVM 4 5 10 0 5 1
431 eff.and.other.genes.vals surv.grps predictorSparseSVM 4 5 10 0 5 1
432 path.and.other.genes.vals surv.grps predictorSparseSVM 4 5 10 0 5 1
433 eff.vals surv.grps predictorConstant 5 5 10 0 5 1
434 fun.vals surv.grps predictorConstant 5 5 10 0 5 1
435 genes.vals surv.grps predictorConstant 5 5 10 0 5 1
436 go.vals surv.grps predictorConstant 5 5 10 0 5 1
437 path.genes.vals surv.grps predictorConstant 5 5 10 0 5 1
438 other.genes.vals surv.grps predictorConstant 5 5 10 0 5 1
439 path.vals surv.grps predictorConstant 5 5 10 0 5 1
440 eff.and.other.genes.vals surv.grps predictorConstant 5 5 10 0 5 1
441 path.and.other.genes.vals surv.grps predictorConstant 5 5 10 0 5 1
442 eff.vals surv.grps predictorGBM 5 5 10 0 5 1
443 fun.vals surv.grps predictorGBM 5 5 10 0 5 1
444 genes.vals surv.grps predictorGBM 5 5 10 0 5 1
445 go.vals surv.grps predictorGBM 5 5 10 0 5 1
446 path.genes.vals surv.grps predictorGBM 5 5 10 0 5 1
447 other.genes.vals surv.grps predictorGBM 5 5 10 0 5 1
448 path.vals surv.grps predictorGBM 5 5 10 0 5 1
449 eff.and.other.genes.vals surv.grps predictorGBM 5 5 10 0 5 1
450 path.and.other.genes.vals surv.grps predictorGBM 5 5 10 0 5 1
451 eff.vals surv.grps predictorKendallSVM 5 5 10 0 5 1
452 fun.vals surv.grps predictorKendallSVM 5 5 10 0 5 1
453 genes.vals surv.grps predictorKendallSVM 5 5 10 0 5 1
454 go.vals surv.grps predictorKendallSVM 5 5 10 0 5 1
455 path.genes.vals surv.grps predictorKendallSVM 5 5 10 0 5 1
456 other.genes.vals surv.grps predictorKendallSVM 5 5 10 0 5 1
457 path.vals surv.grps predictorKendallSVM 5 5 10 0 5 1
458 eff.and.other.genes.vals surv.grps predictorKendallSVM 5 5 10 0 5 1
459 path.and.other.genes.vals surv.grps predictorKendallSVM 5 5 10 0 5 1
460 eff.vals surv.grps predictorKNN 5 5 10 0 5 1
461 fun.vals surv.grps predictorKNN 5 5 10 0 5 1
462 genes.vals surv.grps predictorKNN 5 5 10 0 5 1
463 go.vals surv.grps predictorKNN 5 5 10 0 5 1
464 path.genes.vals surv.grps predictorKNN 5 5 10 0 5 1
465 other.genes.vals surv.grps predictorKNN 5 5 10 0 5 1
466 path.vals surv.grps predictorKNN 5 5 10 0 5 1
467 eff.and.other.genes.vals surv.grps predictorKNN 5 5 10 0 5 1
468 path.and.other.genes.vals surv.grps predictorKNN 5 5 10 0 5 1
469 eff.vals surv.grps predictorLDA 5 5 10 0 5 1
470 fun.vals surv.grps predictorLDA 5 5 10 0 5 1
471 genes.vals surv.grps predictorLDA 5 5 10 0 5 1
472 go.vals surv.grps predictorLDA 5 5 10 0 5 1
473 path.genes.vals surv.grps predictorLDA 5 5 10 0 5 1
474 other.genes.vals surv.grps predictorLDA 5 5 10 0 5 1
475 path.vals surv.grps predictorLDA 5 5 10 0 5 1
476 eff.and.other.genes.vals surv.grps predictorLDA 5 5 10 0 5 1
477 path.and.other.genes.vals surv.grps predictorLDA 5 5 10 0 5 1
478 eff.vals surv.grps predictorLinearSVM 5 5 10 0 5 1
479 fun.vals surv.grps predictorLinearSVM 5 5 10 0 5 1
480 genes.vals surv.grps predictorLinearSVM 5 5 10 0 5 1
481 go.vals surv.grps predictorLinearSVM 5 5 10 0 5 1
482 path.genes.vals surv.grps predictorLinearSVM 5 5 10 0 5 1
483 other.genes.vals surv.grps predictorLinearSVM 5 5 10 0 5 1
484 path.vals surv.grps predictorLinearSVM 5 5 10 0 5 1
485 eff.and.other.genes.vals surv.grps predictorLinearSVM 5 5 10 0 5 1
486 path.and.other.genes.vals surv.grps predictorLinearSVM 5 5 10 0 5 1
487 eff.vals surv.grps predictorLogitLasso 5 5 10 0 5 1
488 fun.vals surv.grps predictorLogitLasso 5 5 10 0 5 1
489 genes.vals surv.grps predictorLogitLasso 5 5 10 0 5 1
490 go.vals surv.grps predictorLogitLasso 5 5 10 0 5 1
491 path.genes.vals surv.grps predictorLogitLasso 5 5 10 0 5 1
492 other.genes.vals surv.grps predictorLogitLasso 5 5 10 0 5 1
493 path.vals surv.grps predictorLogitLasso 5 5 10 0 5 1
494 eff.and.other.genes.vals surv.grps predictorLogitLasso 5 5 10 0 5 1
495 path.and.other.genes.vals surv.grps predictorLogitLasso 5 5 10 0 5 1
496 eff.vals surv.grps predictorNB 5 5 10 0 5 1
497 fun.vals surv.grps predictorNB 5 5 10 0 5 1
498 genes.vals surv.grps predictorNB 5 5 10 0 5 1
499 go.vals surv.grps predictorNB 5 5 10 0 5 1
500 path.genes.vals surv.grps predictorNB 5 5 10 0 5 1
501 other.genes.vals surv.grps predictorNB 5 5 10 0 5 1
502 path.vals surv.grps predictorNB 5 5 10 0 5 1
503 eff.and.other.genes.vals surv.grps predictorNB 5 5 10 0 5 1
504 path.and.other.genes.vals surv.grps predictorNB 5 5 10 0 5 1
505 eff.vals surv.grps predictorPAM 5 5 10 0 5 1
506 fun.vals surv.grps predictorPAM 5 5 10 0 5 1
507 genes.vals surv.grps predictorPAM 5 5 10 0 5 1
508 go.vals surv.grps predictorPAM 5 5 10 0 5 1
509 path.genes.vals surv.grps predictorPAM 5 5 10 0 5 1
510 other.genes.vals surv.grps predictorPAM 5 5 10 0 5 1
511 path.vals surv.grps predictorPAM 5 5 10 0 5 1
512 eff.and.other.genes.vals surv.grps predictorPAM 5 5 10 0 5 1
513 path.and.other.genes.vals surv.grps predictorPAM 5 5 10 0 5 1
514 eff.vals surv.grps predictorRadialSVM 5 5 10 0 5 1
515 fun.vals surv.grps predictorRadialSVM 5 5 10 0 5 1
516 genes.vals surv.grps predictorRadialSVM 5 5 10 0 5 1
517 go.vals surv.grps predictorRadialSVM 5 5 10 0 5 1
518 path.genes.vals surv.grps predictorRadialSVM 5 5 10 0 5 1
519 other.genes.vals surv.grps predictorRadialSVM 5 5 10 0 5 1
520 path.vals surv.grps predictorRadialSVM 5 5 10 0 5 1
521 eff.and.other.genes.vals surv.grps predictorRadialSVM 5 5 10 0 5 1
522 path.and.other.genes.vals surv.grps predictorRadialSVM 5 5 10 0 5 1
523 eff.vals surv.grps predictorRF 5 5 10 0 5 1
524 fun.vals surv.grps predictorRF 5 5 10 0 5 1
525 genes.vals surv.grps predictorRF 5 5 10 0 5 1
526 go.vals surv.grps predictorRF 5 5 10 0 5 1
527 path.genes.vals surv.grps predictorRF 5 5 10 0 5 1
528 other.genes.vals surv.grps predictorRF 5 5 10 0 5 1
529 path.vals surv.grps predictorRF 5 5 10 0 5 1
530 eff.and.other.genes.vals surv.grps predictorRF 5 5 10 0 5 1
531 path.and.other.genes.vals surv.grps predictorRF 5 5 10 0 5 1
532 eff.vals surv.grps predictorSparseSVM 5 5 10 0 5 1
533 fun.vals surv.grps predictorSparseSVM 5 5 10 0 5 1
534 genes.vals surv.grps predictorSparseSVM 5 5 10 0 5 1
535 go.vals surv.grps predictorSparseSVM 5 5 10 0 5 1
536 path.genes.vals surv.grps predictorSparseSVM 5 5 10 0 5 1
537 other.genes.vals surv.grps predictorSparseSVM 5 5 10 0 5 1
538 path.vals surv.grps predictorSparseSVM 5 5 10 0 5 1
539 eff.and.other.genes.vals surv.grps predictorSparseSVM 5 5 10 0 5 1
540 path.and.other.genes.vals surv.grps predictorSparseSVM 5 5 10 0 5 1
541 eff.vals surv.grps predictorConstant 6 5 10 0 5 1
542 fun.vals surv.grps predictorConstant 6 5 10 0 5 1
543 genes.vals surv.grps predictorConstant 6 5 10 0 5 1
544 go.vals surv.grps predictorConstant 6 5 10 0 5 1
545 path.genes.vals surv.grps predictorConstant 6 5 10 0 5 1
546 other.genes.vals surv.grps predictorConstant 6 5 10 0 5 1
547 path.vals surv.grps predictorConstant 6 5 10 0 5 1
548 eff.and.other.genes.vals surv.grps predictorConstant 6 5 10 0 5 1
549 path.and.other.genes.vals surv.grps predictorConstant 6 5 10 0 5 1
550 eff.vals surv.grps predictorGBM 6 5 10 0 5 1
551 fun.vals surv.grps predictorGBM 6 5 10 0 5 1
552 genes.vals surv.grps predictorGBM 6 5 10 0 5 1
553 go.vals surv.grps predictorGBM 6 5 10 0 5 1
554 path.genes.vals surv.grps predictorGBM 6 5 10 0 5 1
555 other.genes.vals surv.grps predictorGBM 6 5 10 0 5 1
556 path.vals surv.grps predictorGBM 6 5 10 0 5 1
557 eff.and.other.genes.vals surv.grps predictorGBM 6 5 10 0 5 1
558 path.and.other.genes.vals surv.grps predictorGBM 6 5 10 0 5 1
559 eff.vals surv.grps predictorKendallSVM 6 5 10 0 5 1
560 fun.vals surv.grps predictorKendallSVM 6 5 10 0 5 1
561 genes.vals surv.grps predictorKendallSVM 6 5 10 0 5 1
562 go.vals surv.grps predictorKendallSVM 6 5 10 0 5 1
563 path.genes.vals surv.grps predictorKendallSVM 6 5 10 0 5 1
564 other.genes.vals surv.grps predictorKendallSVM 6 5 10 0 5 1
565 path.vals surv.grps predictorKendallSVM 6 5 10 0 5 1
566 eff.and.other.genes.vals surv.grps predictorKendallSVM 6 5 10 0 5 1
567 path.and.other.genes.vals surv.grps predictorKendallSVM 6 5 10 0 5 1
568 eff.vals surv.grps predictorKNN 6 5 10 0 5 1
569 fun.vals surv.grps predictorKNN 6 5 10 0 5 1
570 genes.vals surv.grps predictorKNN 6 5 10 0 5 1
571 go.vals surv.grps predictorKNN 6 5 10 0 5 1
572 path.genes.vals surv.grps predictorKNN 6 5 10 0 5 1
573 other.genes.vals surv.grps predictorKNN 6 5 10 0 5 1
574 path.vals surv.grps predictorKNN 6 5 10 0 5 1
575 eff.and.other.genes.vals surv.grps predictorKNN 6 5 10 0 5 1
576 path.and.other.genes.vals surv.grps predictorKNN 6 5 10 0 5 1
577 eff.vals surv.grps predictorLDA 6 5 10 0 5 1
578 fun.vals surv.grps predictorLDA 6 5 10 0 5 1
579 genes.vals surv.grps predictorLDA 6 5 10 0 5 1
580 go.vals surv.grps predictorLDA 6 5 10 0 5 1
581 path.genes.vals surv.grps predictorLDA 6 5 10 0 5 1
582 other.genes.vals surv.grps predictorLDA 6 5 10 0 5 1
583 path.vals surv.grps predictorLDA 6 5 10 0 5 1
584 eff.and.other.genes.vals surv.grps predictorLDA 6 5 10 0 5 1
585 path.and.other.genes.vals surv.grps predictorLDA 6 5 10 0 5 1
586 eff.vals surv.grps predictorLinearSVM 6 5 10 0 5 1
587 fun.vals surv.grps predictorLinearSVM 6 5 10 0 5 1
588 genes.vals surv.grps predictorLinearSVM 6 5 10 0 5 1
589 go.vals surv.grps predictorLinearSVM 6 5 10 0 5 1
590 path.genes.vals surv.grps predictorLinearSVM 6 5 10 0 5 1
591 other.genes.vals surv.grps predictorLinearSVM 6 5 10 0 5 1
592 path.vals surv.grps predictorLinearSVM 6 5 10 0 5 1
593 eff.and.other.genes.vals surv.grps predictorLinearSVM 6 5 10 0 5 1
594 path.and.other.genes.vals surv.grps predictorLinearSVM 6 5 10 0 5 1
595 eff.vals surv.grps predictorLogitLasso 6 5 10 0 5 1
596 fun.vals surv.grps predictorLogitLasso 6 5 10 0 5 1
597 genes.vals surv.grps predictorLogitLasso 6 5 10 0 5 1
598 go.vals surv.grps predictorLogitLasso 6 5 10 0 5 1
599 path.genes.vals surv.grps predictorLogitLasso 6 5 10 0 5 1
600 other.genes.vals surv.grps predictorLogitLasso 6 5 10 0 5 1
601 path.vals surv.grps predictorLogitLasso 6 5 10 0 5 1
602 eff.and.other.genes.vals surv.grps predictorLogitLasso 6 5 10 0 5 1
603 path.and.other.genes.vals surv.grps predictorLogitLasso 6 5 10 0 5 1
604 eff.vals surv.grps predictorNB 6 5 10 0 5 1
605 fun.vals surv.grps predictorNB 6 5 10 0 5 1
606 genes.vals surv.grps predictorNB 6 5 10 0 5 1
607 go.vals surv.grps predictorNB 6 5 10 0 5 1
608 path.genes.vals surv.grps predictorNB 6 5 10 0 5 1
609 other.genes.vals surv.grps predictorNB 6 5 10 0 5 1
610 path.vals surv.grps predictorNB 6 5 10 0 5 1
611 eff.and.other.genes.vals surv.grps predictorNB 6 5 10 0 5 1
612 path.and.other.genes.vals surv.grps predictorNB 6 5 10 0 5 1
613 eff.vals surv.grps predictorPAM 6 5 10 0 5 1
614 fun.vals surv.grps predictorPAM 6 5 10 0 5 1
615 genes.vals surv.grps predictorPAM 6 5 10 0 5 1
616 go.vals surv.grps predictorPAM 6 5 10 0 5 1
617 path.genes.vals surv.grps predictorPAM 6 5 10 0 5 1
618 other.genes.vals surv.grps predictorPAM 6 5 10 0 5 1
619 path.vals surv.grps predictorPAM 6 5 10 0 5 1
620 eff.and.other.genes.vals surv.grps predictorPAM 6 5 10 0 5 1
621 path.and.other.genes.vals surv.grps predictorPAM 6 5 10 0 5 1
622 eff.vals surv.grps predictorRadialSVM 6 5 10 0 5 1
623 fun.vals surv.grps predictorRadialSVM 6 5 10 0 5 1
624 genes.vals surv.grps predictorRadialSVM 6 5 10 0 5 1
625 go.vals surv.grps predictorRadialSVM 6 5 10 0 5 1
626 path.genes.vals surv.grps predictorRadialSVM 6 5 10 0 5 1
627 other.genes.vals surv.grps predictorRadialSVM 6 5 10 0 5 1
628 path.vals surv.grps predictorRadialSVM 6 5 10 0 5 1
629 eff.and.other.genes.vals surv.grps predictorRadialSVM 6 5 10 0 5 1
630 path.and.other.genes.vals surv.grps predictorRadialSVM 6 5 10 0 5 1
631 eff.vals surv.grps predictorRF 6 5 10 0 5 1
632 fun.vals surv.grps predictorRF 6 5 10 0 5 1
633 genes.vals surv.grps predictorRF 6 5 10 0 5 1
634 go.vals surv.grps predictorRF 6 5 10 0 5 1
635 path.genes.vals surv.grps predictorRF 6 5 10 0 5 1
636 other.genes.vals surv.grps predictorRF 6 5 10 0 5 1
637 path.vals surv.grps predictorRF 6 5 10 0 5 1
638 eff.and.other.genes.vals surv.grps predictorRF 6 5 10 0 5 1
639 path.and.other.genes.vals surv.grps predictorRF 6 5 10 0 5 1
640 eff.vals surv.grps predictorSparseSVM 6 5 10 0 5 1
641 fun.vals surv.grps predictorSparseSVM 6 5 10 0 5 1
642 genes.vals surv.grps predictorSparseSVM 6 5 10 0 5 1
643 go.vals surv.grps predictorSparseSVM 6 5 10 0 5 1
644 path.genes.vals surv.grps predictorSparseSVM 6 5 10 0 5 1
645 other.genes.vals surv.grps predictorSparseSVM 6 5 10 0 5 1
646 path.vals surv.grps predictorSparseSVM 6 5 10 0 5 1
647 eff.and.other.genes.vals surv.grps predictorSparseSVM 6 5 10 0 5 1
648 path.and.other.genes.vals surv.grps predictorSparseSVM 6 5 10 0 5 1
649 eff.vals surv.grps predictorConstant 7 5 10 0 5 1
650 fun.vals surv.grps predictorConstant 7 5 10 0 5 1
651 genes.vals surv.grps predictorConstant 7 5 10 0 5 1
652 go.vals surv.grps predictorConstant 7 5 10 0 5 1
653 path.genes.vals surv.grps predictorConstant 7 5 10 0 5 1
654 other.genes.vals surv.grps predictorConstant 7 5 10 0 5 1
655 path.vals surv.grps predictorConstant 7 5 10 0 5 1
656 eff.and.other.genes.vals surv.grps predictorConstant 7 5 10 0 5 1
657 path.and.other.genes.vals surv.grps predictorConstant 7 5 10 0 5 1
658 eff.vals surv.grps predictorGBM 7 5 10 0 5 1
659 fun.vals surv.grps predictorGBM 7 5 10 0 5 1
660 genes.vals surv.grps predictorGBM 7 5 10 0 5 1
661 go.vals surv.grps predictorGBM 7 5 10 0 5 1
662 path.genes.vals surv.grps predictorGBM 7 5 10 0 5 1
663 other.genes.vals surv.grps predictorGBM 7 5 10 0 5 1
664 path.vals surv.grps predictorGBM 7 5 10 0 5 1
665 eff.and.other.genes.vals surv.grps predictorGBM 7 5 10 0 5 1
666 path.and.other.genes.vals surv.grps predictorGBM 7 5 10 0 5 1
667 eff.vals surv.grps predictorKendallSVM 7 5 10 0 5 1
668 fun.vals surv.grps predictorKendallSVM 7 5 10 0 5 1
669 genes.vals surv.grps predictorKendallSVM 7 5 10 0 5 1
670 go.vals surv.grps predictorKendallSVM 7 5 10 0 5 1
671 path.genes.vals surv.grps predictorKendallSVM 7 5 10 0 5 1
672 other.genes.vals surv.grps predictorKendallSVM 7 5 10 0 5 1
673 path.vals surv.grps predictorKendallSVM 7 5 10 0 5 1
674 eff.and.other.genes.vals surv.grps predictorKendallSVM 7 5 10 0 5 1
675 path.and.other.genes.vals surv.grps predictorKendallSVM 7 5 10 0 5 1
676 eff.vals surv.grps predictorKNN 7 5 10 0 5 1
677 fun.vals surv.grps predictorKNN 7 5 10 0 5 1
678 genes.vals surv.grps predictorKNN 7 5 10 0 5 1
679 go.vals surv.grps predictorKNN 7 5 10 0 5 1
680 path.genes.vals surv.grps predictorKNN 7 5 10 0 5 1
681 other.genes.vals surv.grps predictorKNN 7 5 10 0 5 1
682 path.vals surv.grps predictorKNN 7 5 10 0 5 1
683 eff.and.other.genes.vals surv.grps predictorKNN 7 5 10 0 5 1
684 path.and.other.genes.vals surv.grps predictorKNN 7 5 10 0 5 1
685 eff.vals surv.grps predictorLDA 7 5 10 0 5 1
686 fun.vals surv.grps predictorLDA 7 5 10 0 5 1
687 genes.vals surv.grps predictorLDA 7 5 10 0 5 1
688 go.vals surv.grps predictorLDA 7 5 10 0 5 1
689 path.genes.vals surv.grps predictorLDA 7 5 10 0 5 1
690 other.genes.vals surv.grps predictorLDA 7 5 10 0 5 1
691 path.vals surv.grps predictorLDA 7 5 10 0 5 1
692 eff.and.other.genes.vals surv.grps predictorLDA 7 5 10 0 5 1
693 path.and.other.genes.vals surv.grps predictorLDA 7 5 10 0 5 1
694 eff.vals surv.grps predictorLinearSVM 7 5 10 0 5 1
695 fun.vals surv.grps predictorLinearSVM 7 5 10 0 5 1
696 genes.vals surv.grps predictorLinearSVM 7 5 10 0 5 1
697 go.vals surv.grps predictorLinearSVM 7 5 10 0 5 1
698 path.genes.vals surv.grps predictorLinearSVM 7 5 10 0 5 1
699 other.genes.vals surv.grps predictorLinearSVM 7 5 10 0 5 1
700 path.vals surv.grps predictorLinearSVM 7 5 10 0 5 1
701 eff.and.other.genes.vals surv.grps predictorLinearSVM 7 5 10 0 5 1
702 path.and.other.genes.vals surv.grps predictorLinearSVM 7 5 10 0 5 1
703 eff.vals surv.grps predictorLogitLasso 7 5 10 0 5 1
704 fun.vals surv.grps predictorLogitLasso 7 5 10 0 5 1
705 genes.vals surv.grps predictorLogitLasso 7 5 10 0 5 1
706 go.vals surv.grps predictorLogitLasso 7 5 10 0 5 1
707 path.genes.vals surv.grps predictorLogitLasso 7 5 10 0 5 1
708 other.genes.vals surv.grps predictorLogitLasso 7 5 10 0 5 1
709 path.vals surv.grps predictorLogitLasso 7 5 10 0 5 1
710 eff.and.other.genes.vals surv.grps predictorLogitLasso 7 5 10 0 5 1
711 path.and.other.genes.vals surv.grps predictorLogitLasso 7 5 10 0 5 1
712 eff.vals surv.grps predictorNB 7 5 10 0 5 1
713 fun.vals surv.grps predictorNB 7 5 10 0 5 1
714 genes.vals surv.grps predictorNB 7 5 10 0 5 1
715 go.vals surv.grps predictorNB 7 5 10 0 5 1
716 path.genes.vals surv.grps predictorNB 7 5 10 0 5 1
717 other.genes.vals surv.grps predictorNB 7 5 10 0 5 1
718 path.vals surv.grps predictorNB 7 5 10 0 5 1
719 eff.and.other.genes.vals surv.grps predictorNB 7 5 10 0 5 1
720 path.and.other.genes.vals surv.grps predictorNB 7 5 10 0 5 1
721 eff.vals surv.grps predictorPAM 7 5 10 0 5 1
722 fun.vals surv.grps predictorPAM 7 5 10 0 5 1
723 genes.vals surv.grps predictorPAM 7 5 10 0 5 1
724 go.vals surv.grps predictorPAM 7 5 10 0 5 1
725 path.genes.vals surv.grps predictorPAM 7 5 10 0 5 1
726 other.genes.vals surv.grps predictorPAM 7 5 10 0 5 1
727 path.vals surv.grps predictorPAM 7 5 10 0 5 1
728 eff.and.other.genes.vals surv.grps predictorPAM 7 5 10 0 5 1
729 path.and.other.genes.vals surv.grps predictorPAM 7 5 10 0 5 1
730 eff.vals surv.grps predictorRadialSVM 7 5 10 0 5 1
731 fun.vals surv.grps predictorRadialSVM 7 5 10 0 5 1
732 genes.vals surv.grps predictorRadialSVM 7 5 10 0 5 1
733 go.vals surv.grps predictorRadialSVM 7 5 10 0 5 1
734 path.genes.vals surv.grps predictorRadialSVM 7 5 10 0 5 1
735 other.genes.vals surv.grps predictorRadialSVM 7 5 10 0 5 1
736 path.vals surv.grps predictorRadialSVM 7 5 10 0 5 1
737 eff.and.other.genes.vals surv.grps predictorRadialSVM 7 5 10 0 5 1
738 path.and.other.genes.vals surv.grps predictorRadialSVM 7 5 10 0 5 1
739 eff.vals surv.grps predictorRF 7 5 10 0 5 1
740 fun.vals surv.grps predictorRF 7 5 10 0 5 1
741 genes.vals surv.grps predictorRF 7 5 10 0 5 1
742 go.vals surv.grps predictorRF 7 5 10 0 5 1
743 path.genes.vals surv.grps predictorRF 7 5 10 0 5 1
744 other.genes.vals surv.grps predictorRF 7 5 10 0 5 1
745 path.vals surv.grps predictorRF 7 5 10 0 5 1
746 eff.and.other.genes.vals surv.grps predictorRF 7 5 10 0 5 1
747 path.and.other.genes.vals surv.grps predictorRF 7 5 10 0 5 1
748 eff.vals surv.grps predictorSparseSVM 7 5 10 0 5 1
749 fun.vals surv.grps predictorSparseSVM 7 5 10 0 5 1
750 genes.vals surv.grps predictorSparseSVM 7 5 10 0 5 1
751 go.vals surv.grps predictorSparseSVM 7 5 10 0 5 1
752 path.genes.vals surv.grps predictorSparseSVM 7 5 10 0 5 1
753 other.genes.vals surv.grps predictorSparseSVM 7 5 10 0 5 1
754 path.vals surv.grps predictorSparseSVM 7 5 10 0 5 1
755 eff.and.other.genes.vals surv.grps predictorSparseSVM 7 5 10 0 5 1
756 path.and.other.genes.vals surv.grps predictorSparseSVM 7 5 10 0 5 1
757 eff.vals surv.grps predictorConstant 8 5 10 0 5 1
758 fun.vals surv.grps predictorConstant 8 5 10 0 5 1
759 genes.vals surv.grps predictorConstant 8 5 10 0 5 1
760 go.vals surv.grps predictorConstant 8 5 10 0 5 1
761 path.genes.vals surv.grps predictorConstant 8 5 10 0 5 1
762 other.genes.vals surv.grps predictorConstant 8 5 10 0 5 1
763 path.vals surv.grps predictorConstant 8 5 10 0 5 1
764 eff.and.other.genes.vals surv.grps predictorConstant 8 5 10 0 5 1
765 path.and.other.genes.vals surv.grps predictorConstant 8 5 10 0 5 1
766 eff.vals surv.grps predictorGBM 8 5 10 0 5 1
767 fun.vals surv.grps predictorGBM 8 5 10 0 5 1
768 genes.vals surv.grps predictorGBM 8 5 10 0 5 1
769 go.vals surv.grps predictorGBM 8 5 10 0 5 1
770 path.genes.vals surv.grps predictorGBM 8 5 10 0 5 1
771 other.genes.vals surv.grps predictorGBM 8 5 10 0 5 1
772 path.vals surv.grps predictorGBM 8 5 10 0 5 1
773 eff.and.other.genes.vals surv.grps predictorGBM 8 5 10 0 5 1
774 path.and.other.genes.vals surv.grps predictorGBM 8 5 10 0 5 1
775 eff.vals surv.grps predictorKendallSVM 8 5 10 0 5 1
776 fun.vals surv.grps predictorKendallSVM 8 5 10 0 5 1
777 genes.vals surv.grps predictorKendallSVM 8 5 10 0 5 1
778 go.vals surv.grps predictorKendallSVM 8 5 10 0 5 1
779 path.genes.vals surv.grps predictorKendallSVM 8 5 10 0 5 1
780 other.genes.vals surv.grps predictorKendallSVM 8 5 10 0 5 1
781 path.vals surv.grps predictorKendallSVM 8 5 10 0 5 1
782 eff.and.other.genes.vals surv.grps predictorKendallSVM 8 5 10 0 5 1
783 path.and.other.genes.vals surv.grps predictorKendallSVM 8 5 10 0 5 1
784 eff.vals surv.grps predictorKNN 8 5 10 0 5 1
